Feature ID	WT_01	WT_02	Mu_01	Mu_02
AT5G49750	0	0	0	0
AT5G49760	56.52521854	50.42785062	62.28410081	58.88755558
AT5G49770	0.004023	0	0.019590264	0
AT5G49800	0.578282921	1.592658431	1.604457718	1.614850906
AT5G49810	24.51660631	21.53528658	20.81786261	20.4290021
AT5G49820	14.99796783	18.9304794	16.6058029	17.28563853
AT5G49830	18.06952783	17.3477816	18.89570335	17.86771176
AT5G49840	14.83185419	12.61896121	12.57768029	12.7632081
AT5G49850	0.006080626	0	0	0
AT5G49860	0	0	0	0
AT5G49870	0	0	0	0
AT5G49880	10.04110132	7.844050939	7.091586083	6.288992899
AT5G49890	20.95464223	17.52512185	17.82349272	15.22915953
AT5G49900	12.76309513	10.48889634	10.51740192	10.54069615
AT5G49910	81.54648371	150.6495493	64.79746867	67.97521231
AT5G49920	0.008383323	0.031025369	0.020411574	0.098209355
AT5G49930	8.674786759	6.28316285	7.78106249	6.979324634
AT5G49940	86.92477816	76.25747555	77.13018104	68.27767075
AT5G49945	13.63198873	10.4454587	12.95920248	12.46666854
AT5G49950	11.88876163	10.4071663	11.9057023	10.01285207
AT5G49960	4.693429397	3.930941753	5.266944688	5.627265689
AT5G49970	37.9606933	32.90354447	31.86617978	30.79299542
AT5G49980	38.40544021	27.18955731	33.88092133	29.3225576
AT5G49990	5.307748294	2.706181829	4.174720634	4.043142119
AT5G50000	33.79637536	27.56179498	40.14952499	41.09758883
AT5G50010	0.091909737	0.461623431	0.063937222	0.076907757
AT5G50011	0.190384455	0.137677164	0.303701806	0.211496331
AT5G50012	0.111604681	0.178170447	0.175827362	0.173042452
AT5G50020	9.697457825	8.448168635	10.13032459	9.990513118
AT5G50030	0.014893449	0	0	0
AT5G50040	0	0	0	0
AT5G50050	0	0	0	0
AT5G50060	0.097387107	0.120138157	0	0
AT5G50070	0	0	0	0
AT5G50080	0	0	0.066814038	0
AT5G50090	0.847485317	0.765433585	1.031721482	1.063731602
AT5G50100	19.60127338	18.48184745	16.08053865	17.80697952
AT5G50110	6.87770132	5.942059197	5.630526604	5.614719523
AT5G50115	0	0	0	0
AT5G50120	0.019361484	0.059711524	0.023570508	0
AT5G50130	2.018870704	1.969239186	1.806165007	1.732555918
AT5G50136	0	0	0	0
AT5G50140	0.022756968	0	0	0
AT5G50150	5.815199288	6.865436659	8.304492858	8.921022972
AT5G50160	52.68124791	43.1922617	53.56397894	47.10240788
AT5G50170	2.539460207	2.987984687	2.008795246	2.54931436
AT5G50175	0	0.048151373	0	0
AT5G50180	19.89506849	17.696239	20.71235172	20.37333189
AT5G50190	0	0	0	0
AT5G50200	15.10447439	8.045222401	10.37143193	5.788841512
AT5G50210	9.892466451	10.67443477	12.20876094	13.53043669
AT5G50220	0	0	0	0
AT5G50230	8.467294657	5.752407246	7.400205958	6.916790893
AT5G50240	6.218230285	3.730272973	4.760671432	3.928603029
AT5G50250	58.00529441	67.835094	60.57705592	63.83829682
AT5G50260	0.007915467	0	0	0
AT5G50270	0	0	0	0
AT5G50280	7.542153881	8.216437709	8.149405398	9.111834136
AT5G50290	0.17850344	0.134569387	0.144872389	0.232348962
AT5G50300	0	0.00731517	0	0
AT5G50310	16.0251133	16.8730437	13.22588333	13.40033916
AT5G50320	10.36622749	9.193766092	10.30656405	8.130956928
AT5G50330	3.1613396	3.080210766	3.780471581	3.687074274
AT5G50335	3.328404055	0.854421055	6.042823872	4.28233064
AT5G50340	10.44098016	9.109289733	8.854046817	9.518304079
AT5G50345	0	0	0	0
AT5G50350	5.863263372	4.539944573	5.60574678	4.786445434
AT5G50360	0.115767978	0	0.051249076	0.061645648
AT5G50361	0	0	0	0
AT5G50370	10.96859672	20.44815994	12.71178748	11.99930762
AT5G50375	12.71275057	12.55056626	16.9613374	15.77133124
AT5G50380	16.69633114	13.83716351	15.19924377	14.75668362
AT5G50390	1.621731161	1.571893119	1.353793268	1.831982203
AT5G50400	19.60224256	12.25404855	15.20740978	13.2284308
AT5G50410	14.38345641	13.09028481	11.35880482	11.56372582
AT5G50420	8.474867121	8.359613408	8.995914132	10.73850702
AT5G50423	0	0	0	0
AT5G50430	30.16331367	18.74725803	23.34875893	20.50584685
AT5G50440	4.995262943	3.710076046	5.468357806	4.498534077
AT5G50450	30.76699299	25.55091251	25.08678468	21.96654426
AT5G50460	121.9041645	136.1179132	102.8173834	63.15941844
AT5G50470	0	0	0	0
AT5G50480	0	0	0	0
AT5G50490	0	0	0	0
AT5G50500	0	0	0	0
AT5G50510	0	0	0	0
AT5G50520	14.52275587	12.66424692	12.51449981	11.456624
AT5G50530	13.16887371	9.908848238	12.87661927	12.38762642
AT5G50540	0.063397792	0	0.030871975	0
AT5G50550	6.597289114	4.561144195	6.001548609	5.679689253
AT5G50560	0.860096705	0.45013303	0.951885891	0.076332592
AT5G50565	6.87820701	5.609663206	7.938259643	10.93068397
AT5G50562	0.350509629	0.605351316	1.194780912	0.821233402
AT5G50570	9.485650124	6.855338559	6.9432165	5.762507508
AT5G50580	13.41476343	10.20462336	11.29580779	10.23738592
AT5G50590	0.054212156	0.066876907	0.032998711	0
AT5G50600	0.009375661	0	0	0.027458611
AT5G50610	0.065579221	0.05393299	0	0.256083534
AT5G50620	0	0	0	0
AT5G50630	12.68536585	10.71615549	11.43176358	12.97558155
AT5G50640	3.537343177	2.336291958	3.595122713	2.726278779
AT5G50645	0.025359117	0.046925065	0.030871975	0.074269549
AT5G50650	6.669786797	5.17600432	6.464903464	5.918554689
AT5G50660	0	0	0	0
AT5G50665	19.75975139	15.74426953	16.3661065	13.27969522
AT5G50670	5.825905539	3.678900009	3.888425252	3.126117928
AT5G50680	14.39732667	11.12396332	11.22110731	12.15887017
AT5G50690	0	0.016719227	0	0
AT5G50700	0.027638373	0	0	0.026981611
AT5G50710	0.043719481	0.080899485	0	0
AT5G50717	0	0	0	0
AT5G50720	16.51385674	9.537675852	6.488054235	9.288149771
AT5G50740	13.8565476	17.1671605	21.95972846	28.07274032
AT5G50750	0.008975523	0.011072336	0.065560353	0
AT5G50760	0.030155093	0	0	0
AT5G50770	0	0	0	0
AT5G50780	7.070566708	5.159391359	6.050975071	5.862141291
AT5G50790	0	0	0	0
AT5G50800	12.35361669	8.220731652	6.499586347	11.32770785
AT5G50801	0	0	0	0
AT5G50805	0	0	0	0
AT5G50810	22.2577228	33.86936154	17.8090981	12.58307364
AT5G50820	0.34800956	0.558102578	0.381297515	0.560570874
AT5G50830	0	0	0.022363584	0.026900341
AT5G50840	14.71145753	12.53603108	12.46147265	11.61018721
AT5G50850	94.96413798	101.7711333	83.10683744	82.67012128
AT5G50860	12.64202346	12.44214173	11.43559868	11.33896459
AT5G50870	32.67981544	33.02088558	30.69564193	26.80155603
AT5G50880	0	0	0	0
AT5G50890	2.137337445	2.403644344	2.008967974	2.125368106
AT5G50900	9.690251322	8.693151401	12.79681654	12.77007544
AT5G50910	0	0	0	0
AT5G50915	1.228845523	2.655406612	2.389561823	1.95646781
AT5G50920	580.3926388	544.0574815	476.7925687	479.5639961
AT5G50930	1.48892541	1.554181648	1.010876003	1.132087594
AT5G50940	0.598254037	0.710681031	0.809232692	0.908503436
AT5G50950	197.0925395	305.3156024	292.5096565	300.1553975
AT5G50960	27.61235841	29.65971509	24.65604547	21.37224325
AT5G50970	8.087476482	7.005375232	7.126357657	7.239064005
AT5G50990	1.213075546	1.808614347	1.050965655	0.850044213
AT5G50995	0	0	0	0
AT5G51000	0	0	0	0
AT5G51010	49.85282796	91.97298381	61.13266338	73.61609586
AT5G51020	39.08012214	32.77735799	38.37519989	39.44420994
AT5G51030	0.497245441	0.112667003	0.172954974	0.089160532
AT5G51040	32.1103971	24.18316736	18.23672997	16.6682943
AT5G51050	9.931489229	8.551473388	7.201562931	7.076406667
AT5G51055	0	0	0	0
AT5G51060	0.230581004	0.033185611	0	0.011255089
AT5G51070	78.21102411	52.08284564	64.00739959	50.61780559
AT5G51080	2.812431148	1.958878323	2.058144987	2.105474365
AT5G51090	0	0.037998243	0.07499707	0
AT5G51100	9.501393651	11.38987327	8.952281855	8.409587205
AT5G51105	0	0	0	0
AT5G51110	201.531215	249.3553257	150.7271945	173.7451135
AT5G51120	18.15069672	17.35119759	14.89678647	13.84505211
AT5G51130	3.425875888	3.091741032	2.657394117	2.515750209
AT5G51140	16.37332456	15.01831126	19.47496175	15.76245959
AT5G51150	11.78055885	10.5538519	10.52118164	9.008414786
AT5G51160	0.031316393	0.01931618	0.057186469	0.068787522
AT5G51170	6.174884112	4.241521971	4.726756863	3.836096963
AT5G51174	0	0	0	0
AT5G51180	16.57659299	12.44806359	14.76217302	13.89486384
AT5G51190	1.200737428	2.131550886	1.140891805	1.15790952
AT5G51195	0	0	0	0
AT5G51200	7.351590559	7.749322038	7.308800605	7.118412519
AT5G51210	0	0.020500414	0.040461635	0
AT5G51220	11.22357443	13.89670314	7.746426355	7.496807377
AT5G51230	11.6680269	10.17014792	11.39647544	10.53516335
AT5G51250	0	0	0	0
AT5G51260	5.06106491	4.314262025	4.407520127	4.607712815
AT5G51270	0.019833716	0.030583951	0.024145398	0.087130861
AT5G51280	14.49190873	12.32926223	11.5172875	11.15948377
AT5G51290	20.29004875	13.76456134	16.21367756	11.40821603
AT5G51300	18.23683003	18.24085162	18.53793752	19.67879498
AT5G51310	0.661022454	0.553888496	0.334036031	0.43832703
AT5G51330	0.30540148	0.36921277	0.11897382	0.125220616
AT5G51340	14.31517936	10.90223948	12.10235914	11.70642692
AT5G51350	3.297758999	2.965348209	3.018253427	3.595638035
AT5G51360	0	0	0	0
AT5G51370	3.948446094	2.746651707	3.607541276	2.79127689
AT5G51380	0.482516571	0.709035273	0.691072479	0.685794385
AT5G51390	2.963706719	2.689176843	3.279992348	2.438964259
AT5G51400	45.1132313	36.85455294	39.60840243	35.32871811
AT5G51410	13.853719	9.803169167	11.73940067	11.16364155
AT5G51420	0	0	0	0
AT5G51430	19.95875424	15.16432099	17.94108067	16.90843808
AT5G51440	0.469143657	0.330709981	0.261088702	0.157027046
AT5G51450	9.142443783	7.017836043	6.537623976	6.916911677
AT5G51451	1.044871163	1.288968324	0.884881633	1.197440882
AT5G51460	3.144029858	2.596996653	5.192690547	6.769964691
AT5G51470	0.132735949	0.129272372	0.102057869	0.040920565
AT5G51480	0.495230198	0.378506768	0.340763387	0.173415791
AT5G51490	0	0	0	0
AT5G51500	0	0	0	0
AT5G51510	23.32492429	16.78814916	19.43062392	16.7217099
AT5G51520	0	0	0	0
AT5G51530	0.293452757	0.161376885	0.13773375	0.20709364
AT5G51540	3.009484859	4.474765989	1.932369926	2.059179996
AT5G51545	48.62521027	48.8015149	43.17630244	45.23701707
AT5G51550	15.32982114	23.74082507	24.84788808	31.85061784
AT5G51560	3.224338952	5.828797778	8.368999746	7.928691057
AT5G51570	59.1233693	42.17823201	46.39106202	41.67282816
AT5G51580	4.189768251	2.339286777	2.433308303	2.814363416
AT5G51590	0.65194791	0.864787594	0.887551534	1.252380937
AT5G51600	0.296572383	0.690405719	0.407631135	0.504333924
AT5G51610	0	0	0	0
AT5G51620	31.91600479	21.91717678	22.07955125	17.78791548
AT5G51630	3.220041493	2.040971905	2.625003236	2.208585033
AT5G51640	8.125157966	6.758953005	7.156933527	6.324843476
AT5G51650	0	0	0	0
AT5G51660	6.243147632	7.917882786	6.375762426	6.231696261
AT5G51670	0.387109203	0.580543159	1.201259855	1.889552273
AT5G51680	0.167666462	0.082734318	0.183704164	0.368285082
AT5G51690	7.769869004	6.92488391	7.249543784	7.461624904
AT5G51700	13.09878057	11.36428151	12.01706087	11.42211616
AT5G51710	6.965232697	6.024565275	6.89213582	7.067689429
AT5G51720	15.25941559	57.77197893	23.79485358	33.49989144
AT5G51730	10.05383141	6.654144926	7.412792279	5.963499051
AT5G51740	6.447162534	5.549036215	6.224847954	5.187091773
AT5G51750	9.241856764	9.262127011	9.722765808	11.14023042
AT5G51760	0	0.009854161	0	0
AT5G51770	6.555118706	4.119821692	5.244527945	4.672253849
AT5G51780	0.013433629	0	0	0.03934323
AT5G51790	0.277672018	0.464876063	0.869234336	1.742617218
AT5G51795	0.969743307	0.9224401	1.024097924	2.258391854
AT5G51800	0.011613204	0.004775406	0.009425211	0
AT5G51810	0	0	0	0
AT5G51812	0	0	0	0
AT5G51820	90.0508104	97.94338351	65.38146623	83.6750871
AT5G51830	23.79984488	18.22441718	15.15580408	12.57944314
AT5G51840	10.42298425	11.26128629	10.45666546	9.734982601
AT5G51845	0	0	0	0
AT5G51850	1.835639546	1.799775593	0.873495288	0.560371027
AT5G51860	0	0	0	0
AT5G51870	0.057974026	0	0	0
AT5G51880	22.0240523	22.91845034	19.4908605	17.3821856
AT5G51890	1.239935055	2.3876714	4.393464732	5.698070267
AT5G51900	0	0	0	0
AT5G51910	0.713914261	0.767462836	1.340917516	1.135032452
AT5G51920	0.23027008	0.300296792	0.208244292	0.15414737
AT5G51930	0	0	0	0
AT5G51940	31.42586505	27.232585	23.10860734	22.59752688
AT5G51950	0.01837931	0.090691939	0.029833089	0.017942568
AT5G51960	19.24833675	18.44972004	16.26815429	15.81397377
AT5G51970	73.40134862	44.62108061	55.47272281	49.39261521
AT5G51980	12.36028126	11.32098673	11.18035169	10.63180344
AT5G51990	0.072282875	0	0.043998281	0
AT5G52000	0.027596686	0.011347892	0	0.026940915
AT5G52010	14.05620571	19.35225475	17.34902285	17.1368954
AT5G52020	0.123085117	0.045551879	0.329654125	0.2523366
AT5G52030	17.13837341	14.4040767	15.21363132	13.06779737
AT5G52040	39.85352196	33.48892331	31.36145323	30.03767088
AT5G52050	0.17112423	0.439090805	0.383318359	0.260610263
AT5G52060	23.64993799	31.21868532	21.27828591	23.61359743
AT5G52070	8.796550103	4.728762244	4.369856538	2.433491346
AT5G52080	0	0	0	0
AT5G52090	0	0	0	0
AT5G52100	24.96755826	29.09901612	26.39067758	29.82954942
AT5G52110	8.275442688	8.366740971	7.361405482	8.267349651
AT5G52120	1.68408667	1.314585073	2.362934212	1.866992784
AT5G52130	0	0	0	0
AT5G52140	0	0	0	0
AT5G52150	0	0	0	0
AT5G52160	0	0	0	0
AT5G52170	0.04167113	0.036718653	0.173931712	0.069738708
AT5G52180	9.09342719	9.225660761	9.676935592	10.30843199
AT5G52190	32.3674543	28.46787269	24.80984161	21.67995647
AT5G52200	18.72575982	14.46569377	15.30564589	13.06444791
AT5G52210	9.792397323	7.64893637	9.058015997	8.234286354
AT5G52220	0.845641298	1.896719009	2.932448468	2.101391351
AT5G52230	3.10384908	2.706581472	3.179747303	3.378575316
AT5G52240	91.73825215	71.73984537	82.06430515	68.45722044
AT5G52250	0.453414351	0.504501451	0.346342155	0.390564719
AT5G52260	0	0	0	0
AT5G52270	0.037822434	0.069987461	0.184178852	0.055385508
AT5G52280	7.048250034	7.138572805	9.403409568	10.34006192
AT5G52290	0.058630702	0.110063876	0.03103327	0.097054857
AT5G52300	3.715336368	0.486534201	2.922566241	1.674023101
AT5G52310	1149.5975	686.2834659	952.5011903	1303.456071
AT5G52320	43.25366943	71.53867878	41.50870103	39.34839899
AT5G52330	0.083390358	0	0.073831796	0.022202395
AT5G52340	0.109367878	0.309517332	0.187967341	0.188415891
AT5G52350	0	0	0	0
AT5G52355	0	0	0	0
AT5G52360	0	0	0	0
AT5G52370	21.82671639	21.44193401	19.96151528	18.15464331
AT5G52380	5.56629038	6.230855515	4.043504011	4.461263704
AT5G52390	8.374031026	0.852288711	4.5534354	1.325682434
AT5G52400	0.007819061	0	0.038075436	0
AT5G52410	4.171605584	4.968910748	3.908376969	3.627503348
AT5G52420	23.13322874	23.79336776	11.11552322	13.40500711
AT5G52430	7.476448445	7.882681063	10.21980224	10.32311287
AT5G52440	88.68055836	105.1570279	95.13446536	104.7795408
AT5G52450	14.88862077	15.23999371	9.092892746	6.861935669
AT5G52460	0	0	0	0
AT5G52470	69.38270867	110.4165036	43.97852686	37.15259909
AT5G52471	0	0	0	0
AT5G52480	0	0	0	0
AT5G52490	0	0	0	0
AT5G52495	0	0	0	0
AT5G52500	0	0	0	0
AT5G52510	12.12738436	9.579805427	10.01380579	9.937324938
AT5G52520	28.39382142	35.20887327	26.30425943	26.96362326
AT5G52530	25.24739841	20.54253151	23.757314	22.07487049
AT5G52540	45.2130333	54.93851791	43.2789299	35.80731492
AT5G52545	4.159740429	2.565758269	2.817582238	2.51897553
AT5G52547	0.454887911	0.394887816	0.205102485	0.493420621
AT5G52550	11.9031377	9.526786574	8.675681783	8.134885897
AT5G52552	11.84000968	8.116372213	8.914775376	9.901553036
AT5G52560	16.08046677	14.88257575	14.4055004	13.95854735
AT5G52570	1.139875681	2.654633568	1.270954717	0.530394848
AT5G52580	20.82403838	16.92116667	17.91083717	15.9796765
AT5G52600	0	0	0.042366391	0
AT5G52605	0	0	0	0
AT5G52610	0	0	0	0
AT5G52620	0	0	0	0
AT5G52630	2.492010395	1.720178515	1.865631703	1.617369687
AT5G52640	5.332504796	3.599193555	2.855888434	1.501115115
AT5G52650	93.74549632	147.3526327	77.18961129	73.62858889
AT5G52660	13.86741832	8.228835909	10.85419499	10.47861702
AT5G52670	0.053853135	0	0	0
AT5G52680	0	0	0	0
AT5G52690	0	0	0	0
AT5G52700	0	0	0	0
AT5G52710	0.060874536	0	0.037054073	0
AT5G52720	1.191024639	0.253321618	0.249990234	0.06014083
AT5G52730	0.437194806	0.323597938	0.106447455	0
AT5G52740	12.16356777	3.371944904	2.745270906	0.400265019
AT5G52750	54.66110038	38.67627391	37.30916751	17.08037157
AT5G52760	36.42140619	17.37857661	17.1035572	4.137011455
AT5G52770	0.580844528	0.13435093	0.353557617	0.106320396
AT5G52780	80.64283334	61.78892994	58.60834168	56.90860996
AT5G52790	0.696789745	0.502220677	0.419367443	0.366866783
AT5G52797	0	0	0	0
AT5G52800	0.587842655	0.390476845	0.578012638	0.678716298
AT5G52810	24.30923325	20.00003032	19.5270455	12.96490783
AT5G52815	0	0	0	0
AT5G52820	17.72233502	16.72420871	14.05296711	11.19823687
AT5G52830	0.668878086	0.882439009	0.361905131	0.571360786
AT5G52840	91.57518752	101.2755583	85.20649506	81.93044339
AT5G52850	1.136999915	1.178200547	0.98553197	0.772547305
AT5G52860	0.170169295	0.083969331	0.116011093	0
AT5G52870	7.944884926	5.79984213	5.37082467	5.25589377
AT5G52880	18.29046078	12.72883733	16.00088549	14.49811898
AT5G52882	6.566785886	11.22529871	11.01465296	11.59298434
AT5G52890	2.58987908	2.21256882	2.373732773	1.721884432
AT5G52900	13.6040622	5.334416838	4.588761915	3.166096302
AT5G52901	0	0	0	0
AT5G52910	1.607929815	2.000411269	1.878516036	1.529728213
AT5G52920	36.72936604	46.82161147	44.82452799	45.65981319
AT5G52930	2.411452427	2.137237056	2.128131835	2.194159107
AT5G52940	1.261534657	1.116205157	0.804961421	1.324985702
AT5G52950	1.075388658	1.923856236	1.637765314	1.480643151
AT5G52960	39.0327523	58.40654229	45.96699409	43.91506384
AT5G52965	0	0	0.081814986	0
AT5G52970	54.36859504	75.43692872	68.06670832	74.024484
AT5G52975	0	0	0	0
AT5G52980	13.14113291	11.39202219	9.123173012	8.833626605
AT5G52990	1.291524892	0.818750372	2.27108775	1.864984824
AT5G53000	20.48807356	17.79473264	18.42910462	18.50016336
AT5G53010	6.374004428	4.277472517	5.170243367	4.462873939
AT5G53020	9.500511575	7.546265019	10.01012849	11.79540109
AT5G53030	2.310236834	2.237155754	1.574211289	1.57027046
AT5G53040	0	0	0	0
AT5G53045	10.47322772	10.01424034	8.960856838	6.959953078
AT5G53048	0	0	0	0
AT5G53050	36.33309645	33.02469499	30.24881832	28.46665949
AT5G53060	4.403464848	3.889010235	4.183720859	3.851498272
AT5G53070	7.449700603	11.23229489	5.934169688	5.555516248
AT5G53080	4.486523253	3.985884638	3.444693018	4.330139754
AT5G53090	2.413455607	2.574939745	3.199034693	3.138441628
AT5G53100	0	0	0	0
AT5G53110	3.021285154	0.983862193	2.444442969	0.439675729
AT5G53120	25.82085185	22.25973998	18.62703862	13.28092372
AT5G53130	25.05754099	17.90022309	20.20595773	18.07053987
AT5G53140	76.13837384	69.65581072	71.79856503	74.45599512
AT5G53144	0.369628336	1.063950797	0.599976562	1.082534938
AT5G53150	7.77873925	6.838637074	7.100908523	6.77847432
AT5G53160	36.92182889	30.32115247	28.45158267	20.46608645
AT5G53170	31.26681719	26.68237425	27.36513119	25.12320051
AT5G53180	16.57379977	14.41061844	15.45118424	14.6471235
AT5G53190	0	0	0	0
AT5G53200	0.378224344	0.513241381	0.184178852	0.110771017
AT5G53205	0	0	0	0
AT5G53210	0.211650198	0.453480399	0.488200106	0.358867747
AT5G53220	3.452077456	2.549276283	3.272639144	2.809335816
AT5G53230	0.045302637	0.139714987	0	0.066339188
AT5G53240	0	0.023903581	0	0
AT5G53250	0	0.029446779	0.116238121	0.139818603
AT5G53260	0	0	0	0
AT5G53270	0	0	0	0
AT5G53280	8.260116725	10.28719417	12.27840384	12.4281317
AT5G53290	0.89701557	0.879052132	0.285762032	0.41738976
AT5G53300	399.3818992	253.4559257	329.7059084	285.2023875
AT5G53310	31.38716164	22.974286	27.98426761	25.81678426
AT5G53320	0.041069815	0.028951042	0.014285156	0.068732377
AT5G53330	38.92281563	30.2076245	34.12817321	27.02272032
AT5G53340	10.27772124	9.204863208	8.909651942	9.50425582
AT5G53350	89.1604625	56.0165548	62.95138694	57.46996023
AT5G53360	8.927327858	5.277460291	6.90820839	4.556060088
AT5G53370	34.10185797	30.87055621	33.54257236	25.627838
AT5G53380	0	0	0	0
AT5G53390	0	0	0	0
AT5G53400	17.16682044	17.67786733	13.52761909	11.45907072
AT5G53410	0	0	0	0
AT5G53420	54.83416913	52.30126132	23.32140473	20.30607642
AT5G53430	3.40495577	3.191389117	3.364410097	3.112322318
AT5G53440	10.49844543	9.687815945	10.94652669	11.42431542
AT5G53450	73.10485445	24.30960208	51.07009018	32.9917564
AT5G53451	0	0	0	0
AT5G53460	79.30015339	64.07949517	86.61356763	88.11350338
AT5G53470	11.02470634	9.248162339	10.67268502	10.77134005
AT5G53480	35.62020306	32.61367939	33.93039846	33.76452322
AT5G53486	0.846838751	2.631771484	2.418730612	2.146280886
AT5G53487	0	0	0	0
AT5G53490	150.1917979	176.7388591	174.2124614	194.8154813
AT5G53500	7.481013503	6.351134862	10.20174432	11.33182109
AT5G53510	0	0	0	0
AT5G53520	0	0	0	0
AT5G53530	22.63573619	19.88026514	22.18956596	18.25513929
AT5G53540	18.08267313	20.70509049	16.26582611	14.57525041
AT5G53550	30.06005305	18.60531606	21.80290213	16.16135848
AT5G53560	123.627924	109.3423859	96.77240359	79.85855846
AT5G53570	17.01086757	11.79881558	15.74653315	13.44730663
AT5G53580	52.0133271	48.21874922	38.74147163	41.98862196
AT5G53588	2.231293005	2.446716119	2.293812831	2.4324032
AT5G53590	2.640363389	2.55375995	2.716357299	2.105662472
AT5G53592	0.168692081	0.528256422	0.410728636	0.380038861
AT5G53600	0	0	0	0
AT5G53610	0	0	0	0
AT5G53620	19.94878782	20.59932391	17.38002844	17.89054325
AT5G53635	0	0	0	0
AT5G53640	0	0	0	0.022988194
AT5G53650	28.68637304	25.06892764	23.77081052	19.48562889
AT5G53660	0.361757923	0.114428168	0.067754007	0.081498828
AT5G53670	0	0	0	0
AT5G53680	0	0	0	0
AT5G53690	0	0	0	0
AT5G53700	0.204241146	0.083984953	0.055253655	0.13292522
AT5G53710	0.136541811	0.056146657	0.110816566	0
AT5G53720	0.040256551	0	0	0
AT5G53730	17.12346324	9.402317876	10.2899206	8.365395438
AT5G53740	1.281646079	0.654230615	1.040176756	1.07861271
AT5G53742	0	0	0	0
AT5G53750	1.755006982	2.649704236	1.636943926	2.045735317
AT5G53760	3.542610615	3.503817644	4.249876314	4.688540398
AT5G53770	6.469216606	6.597341701	4.831231879	4.836126836
AT5G53780	0	0	0	0
AT5G53790	0	0	0	0
AT5G53800	17.84288892	11.79510684	15.79131733	12.36480392
AT5G53810	0.75441721	0.284096237	0.522049918	0.558182078
AT5G53820	0.160195395	0.225850719	0	0.067023739
AT5G53830	5.283510923	4.44177106	4.002196594	3.667883085
AT5G53840	0.01827376	0	0	0
AT5G53850	44.05671869	41.27237767	40.17059403	38.7732331
AT5G53860	31.91858566	35.35362917	31.45227684	34.38660533
AT5G53870	1.312760727	0.899689335	1.820108269	2.242740545
AT5G53880	48.48001771	47.91533709	61.55230132	69.20582183
AT5G53890	3.927542975	3.860303155	4.267372561	3.844604886
AT5G53895	0.452699447	0.310253694	0.367408327	0.147314033
AT5G53900	7.537470855	6.415517267	6.594260666	5.775917312
AT5G53902	0	0	0	0
AT5G53905	1.419460297	0.178074605	0.8786639	0.563686832
AT5G53910	0	0	0	0
AT5G53920	3.943557873	2.4730523	2.062419431	1.626308275
AT5G53930	6.618675739	6.077868213	7.656609309	7.053955827
AT5G53940	46.62479086	34.27153235	33.69282171	28.9484774
AT5G53950	0.010551674	0	0.025691038	0
AT5G53960	0	0	0	0
AT5G53970	7.011174277	3.984518472	3.951023246	3.365436435
AT5G53980	0	0	0	0
AT5G53990	0	0	0	0
AT5G54000	0	0	0	0
AT5G54010	0	0	0	0
AT5G54020	0.007299662	0.00900497	0.017773094	0.042757215
AT5G54030	0	0	0	0.028352106
AT5G54040	0	0	0	0.019946205
AT5G54050	0	0	0	0
AT5G54060	0.245427265	0.333038925	0.079674956	0
AT5G54062	0	0	0	0
AT5G54067	0	0	0	0
AT5G54070	0.169412987	0.069663445	0.274989257	0.165387282
AT5G54075	0	0	0	0
AT5G54080	14.87802688	7.827238028	13.14303919	9.980687254
AT5G54090	6.022332738	4.26635329	5.229325127	4.04868067
AT5G54095	0.286584084	0.220958945	0.087221262	0
AT5G54100	5.198902902	7.028022814	5.55630468	4.63607354
AT5G54110	19.88738627	20.13551743	18.04135128	14.75080318
AT5G54130	2.646202861	1.290213061	0.82837673	0.442855202
AT5G54140	3.681879087	2.574142517	2.707027671	2.052812291
AT5G54145	9.241902679	6.320353918	12.71436599	14.1394103
AT5G54148	0.287525941	0.150063777	0.484659217	0.453428052
AT5G54150	0	0	0	0
AT5G54160	32.77416313	46.93614106	48.46972319	48.5548992
AT5G54165	0.92407084	0.227989457	0.14999414	0.270633735
AT5G54170	22.31100161	18.73597739	18.20082109	14.75679477
AT5G54180	8.004996792	11.13592538	6.266727665	7.363223884
AT5G54190	3.788116488	12.64534316	23.26101677	18.41654159
AT5G54200	3.708220134	3.703178412	5.324624954	4.919627042
AT5G54210	0	0	0	0
AT5G54215	0	0	0	0
AT5G54220	0	0	0	0
AT5G54225	0	0	0	0
AT5G54230	0	0	0.025713281	0
AT5G54240	1.824619878	0.945119929	0.834512854	0.590473603
AT5G54250	24.30553733	23.53148454	17.78242523	17.31425788
AT5G54260	2.184598243	2.531267556	3.16141496	2.734094652
AT5G54270	4099.719	5227.544918	6598.092244	7212.334614
AT5G54280	2.619610158	2.629558782	4.322686962	3.868898723
AT5G54290	76.19636946	68.21201057	60.33477893	58.47002423
AT5G54300	2.991561307	3.130278597	4.682444816	4.485013365
AT5G54310	56.635143	40.19871978	44.45276505	41.52443906
AT5G54320	0	0	0	0
AT5G54330	0	0	0	0
AT5G54340	0	0	0	0
AT5G54350	0	0	0	0
AT5G54360	0	0	0	0
AT5G54365	0	0	0	0
AT5G54370	0	0.011801807	0	0
AT5G54375	0	0	0	0
AT5G54380	4.622806021	7.520954451	13.91767072	14.55076005
AT5G54390	54.51342944	57.4223319	42.32271693	37.88326927
AT5G54400	0.824456965	0.286863684	0.33456232	0.433389204
AT5G54410	0	0	0	0
AT5G54420	0	0	0	0
AT5G54430	66.80503416	53.58808312	60.26086115	51.59001655
AT5G54440	15.06139355	14.71565231	15.04800056	15.29623476
